Year,SEX,AREA,Value
2007,,Hebron,22.1
2008,,Hebron,26.5
2009,,Hebron,22.3
2010,,Hebron,21.5
2011,,Hebron,20.9
2012,,Hebron,22.2
2013,,Hebron,23.8
2014,,Hebron,20.4
2015,,Hebron,19.3
2016,,Hebron,20.9
2017,,Hebron,22.6
2018,,Hebron,19.9
2000,,North Gaza,16.3
2001,,North Gaza,34.7
2002,,North Gaza,36.9
2003,,North Gaza,27.6
2004,,North Gaza,36.6
2005,,North Gaza,33.6
2006,,North Gaza,39.0
2007,,North Gaza,31.5
2008,,North Gaza,39.7
2009,,North Gaza,36.6
2010,,North Gaza,35.6
2011,,North Gaza,28.3
2012,,North Gaza,32.5
2013,,North Gaza,32.9
2014,,North Gaza,41.9
2015,,North Gaza,41.6
2016,,North Gaza,43.6
2017,,North Gaza,43.2
2018,,North Gaza,49.1
2000,,Gaza,17.5
2001,,Gaza,32.4
2002,,Gaza,36.1
2003,,Gaza,27.7
2004,,Gaza,32.7
2005,,Gaza,26.7
2006,,Gaza,33.2
2007,,Gaza,25.1
2008,,Gaza,38.6
2009,,Gaza,34.4
2010,,Gaza,34.0
2011,,Gaza,26.3
2012,,Gaza,28.2
2013,,Gaza,30.0
2014,,Gaza,39.9
2015,,Gaza,36.4
2016,,Gaza,34.7
2017,,Gaza,39.9
2018,,Gaza,47.9
2000,,Dier Al-Balah,22.5
2001,,Dier Al-Balah,34.1
2002,,Dier Al-Balah,39.8
2003,,Dier Al-Balah,31.4
2004,,Dier Al-Balah,36.8
2005,,Dier Al-Balah,35.0
2006,,Dier Al-Balah,34.9
2007,,Dier Al-Balah,32.3
2008,,Dier Al-Balah,41.2
2009,,Dier Al-Balah,35.2
2010,,Dier Al-Balah,38.9
2011,,Dier Al-Balah,25.9
2012,,Dier Al-Balah,30.6
2013,,Dier Al-Balah,32.4
2014,,Dier Al-Balah,49.6
2015,,Dier Al-Balah,47.9
2016,,Dier Al-Balah,44.4
2017,,Dier Al-Balah,49.2
2018,,Dier Al-Balah,57.0
2000,,Khan Yunis,20.4
2001,,Khan Yunis,36.2
2002,,Khan Yunis,38.3
2003,,Khan Yunis,31.9
2004,,Khan Yunis,38.2
2005,,Khan Yunis,31.1
2006,,Khan Yunis,36.0
2007,,Khan Yunis,34.3
2008,,Khan Yunis,47.0
2009,,Khan Yunis,49.1
2010,,Khan Yunis,44.5
2011,,Khan Yunis,31.8
2012,,Khan Yunis,32.7
2013,,Khan Yunis,37.6
2014,,Khan Yunis,46.3
2015,,Khan Yunis,42.5
2016,,Khan Yunis,48.3
2017,,Khan Yunis,48.0
2018,,Khan Yunis,58.0
2000,,Rafah,19.3
2001,,Rafah,34.4
2002,,Rafah,40.9
2003,,Rafah,28.1
2004,,Rafah,35.1
2005,,Rafah,29.0
2006,,Rafah,30.1
2007,,Rafah,28.5
2008,,Rafah,35.3
2009,,Rafah,38.3
2010,,Rafah,36.5
2011,,Rafah,32.8
2012,,Rafah,32.6
2013,,Rafah,38.2
2014,,Rafah,45.3
2015,,Rafah,41.6
2016,,Rafah,43.7
2017,,Rafah,46.7
2018,,Rafah,51.6
